,din_instante,val_geracao,Estacao
769,2020-02-09,476.022,Verão
770,2020-02-10,497.34766666666667,Verão
771,2020-02-11,518.6733333333334,Verão
772,2020-02-12,539.999,Verão
773,2020-02-13,679.2769999999999,Verão
774,2020-02-14,808.316,Verão
775,2020-02-15,723.08,Verão
776,2020-02-16,730.1959999999999,Verão
777,2020-02-17,698.616,Verão
778,2020-02-18,796.3629999999999,Verão
779,2020-02-19,608.918,Verão
780,2020-02-20,569.608,Verão
781,2020-02-21,400.305,Verão
782,2020-02-22,477.058,Verão
783,2020-02-23,363.665,Verão
784,2020-02-24,384.293,Verão
785,2020-02-25,455.788,Verão
786,2020-02-26,536.7495,Verão
787,2020-02-27,617.711,Verão
788,2020-02-28,630.864,Verão
789,2020-02-29,585.169,Verão
790,2020-03-01,543.255,Verão
791,2020-03-02,598.206,Verão
792,2020-03-03,734.485,Verão
793,2020-03-04,897.149,Verão
794,2020-03-05,825.063,Verão
795,2020-03-06,943.6039999999999,Verão
796,2020-03-07,993.838,Verão
797,2020-03-08,852.307,Verão
798,2020-03-09,875.766,Verão
799,2020-03-10,869.602,Verão
800,2020-03-11,820.3,Verão
801,2020-03-12,856.023,Verão
802,2020-03-13,954.98,Verão
803,2020-03-14,639.14,Verão
804,2020-03-15,645.509,Verão
805,2020-03-16,744.64,Verão
806,2020-03-17,886.335,Verão
807,2020-03-18,618.7520000000001,Verão
808,2020-03-19,420.437,Verão
809,2020-03-20,508.34,Verão
810,2020-03-21,563.364,Outono
811,2020-03-22,691.148,Outono
812,2020-03-23,773.653,Outono
813,2020-03-24,885.105,Outono
814,2020-03-25,801.518,Outono
815,2020-03-26,756.417,Outono
816,2020-03-27,780.495,Outono
817,2020-03-28,537.698,Outono
818,2020-03-29,596.3555,Outono
819,2020-03-30,655.013,Outono
820,2020-03-31,761.1120000000001,Outono
821,2020-04-01,833.516,Outono
822,2020-04-02,753.74,Outono
823,2020-04-03,622.6,Outono
824,2020-04-04,894.022,Outono
825,2020-04-05,910.972,Outono
826,2020-04-06,885.3820000000001,Outono
827,2020-04-07,421.647,Outono
828,2020-04-08,725.66,Outono
829,2020-04-09,940.134,Outono
830,2020-04-10,929.576,Outono
831,2020-04-11,765.926,Outono
832,2020-04-12,780.9110000000001,Outono
833,2020-04-13,865.192,Outono
834,2020-04-14,703.5275,Outono
835,2020-04-15,541.863,Outono
836,2020-04-16,751.0,Outono
837,2020-04-17,580.144,Outono
838,2020-04-18,795.404,Outono
839,2020-04-19,784.095,Outono
840,2020-04-20,720.819,Outono
841,2020-04-21,768.99,Outono
842,2020-04-22,899.64,Outono
843,2020-04-23,893.534,Outono
844,2020-04-24,817.6419999999999,Outono
845,2020-04-25,854.596,Outono
846,2020-04-26,846.979,Outono
847,2020-04-27,851.398,Outono
848,2020-04-28,847.525,Outono
849,2020-04-29,863.395,Outono
850,2020-04-30,824.587,Outono
851,2020-05-01,818.25,Outono
852,2020-05-02,785.635,Outono
853,2020-05-03,814.27,Outono
854,2020-05-04,819.355,Outono
855,2020-05-05,652.913,Outono
856,2020-05-06,584.3779999999999,Outono
857,2020-05-07,515.843,Outono
858,2020-05-08,915.192,Outono
859,2020-05-09,875.909,Outono
860,2020-05-10,871.447,Outono
861,2020-05-11,803.075,Outono
862,2020-05-12,597.054,Outono
863,2020-05-13,629.42275,Outono
864,2020-05-14,661.7915,Outono
865,2020-05-15,694.16025,Outono
866,2020-05-16,726.529,Outono
867,2020-05-17,874.066,Outono
868,2020-05-18,830.276,Outono
869,2020-05-19,830.363,Outono
870,2020-05-20,618.165,Outono
871,2020-05-21,806.932,Outono
872,2020-05-22,610.285,Outono
873,2020-05-23,660.4913333333333,Outono
874,2020-05-24,710.6976666666667,Outono
875,2020-05-25,760.904,Outono
876,2020-05-26,882.403,Outono
877,2020-05-27,856.958,Outono
878,2020-05-28,877.794,Outono
879,2020-05-29,822.384,Outono
880,2020-05-30,833.039,Outono
881,2020-05-31,803.232,Outono
882,2020-06-01,773.9,Outono
883,2020-06-02,695.80875,Outono
884,2020-06-03,617.7175,Outono
885,2020-06-04,539.62625,Outono
886,2020-06-05,461.535,Outono
887,2020-06-06,512.5905,Outono
888,2020-06-07,563.6460000000001,Outono
889,2020-06-08,683.51,Outono
890,2020-06-09,669.1685,Outono
891,2020-06-10,654.827,Outono
892,2020-06-11,735.249,Outono
893,2020-06-12,725.557,Outono
894,2020-06-13,742.58,Outono
895,2020-06-14,759.498,Outono
896,2020-06-15,744.638,Outono
897,2020-06-16,742.1460000000001,Outono
898,2020-06-17,700.547,Outono
899,2020-06-18,647.885,Outono
900,2020-06-19,622.081,Outono
901,2020-06-20,743.759,Outono
902,2020-06-21,689.141,Inverno
903,2020-06-22,683.869,Inverno
904,2020-06-23,568.485,Inverno
905,2020-06-24,661.766,Inverno
906,2020-06-25,673.734,Inverno
907,2020-06-26,665.85675,Inverno
908,2020-06-27,657.9795,Inverno
909,2020-06-28,650.10225,Inverno
910,2020-06-29,642.225,Inverno
911,2020-06-30,702.273,Inverno
912,2020-07-01,430.422,Inverno
913,2020-07-02,765.347,Inverno
914,2020-07-03,828.202,Inverno
915,2020-07-04,806.717,Inverno
916,2020-07-05,514.902,Inverno
917,2020-07-06,618.524,Inverno
918,2020-07-07,775.311,Inverno
919,2020-07-08,675.994,Inverno
920,2020-07-09,578.001,Inverno
921,2020-07-10,795.168,Inverno
922,2020-07-11,710.857,Inverno
923,2020-07-12,685.671,Inverno
924,2020-07-13,697.318,Inverno
925,2020-07-14,591.725,Inverno
926,2020-07-15,804.068,Inverno
927,2020-07-16,780.442,Inverno
928,2020-07-17,764.898,Inverno
929,2020-07-18,716.082,Inverno
930,2020-07-19,821.851,Inverno
931,2020-07-20,824.386,Inverno
932,2020-07-21,816.709,Inverno
933,2020-07-22,797.096,Inverno
934,2020-07-23,795.686,Inverno
935,2020-07-24,828.044,Inverno
936,2020-07-25,801.101,Inverno
937,2020-07-26,794.535,Inverno
938,2020-07-27,789.581,Inverno
939,2020-07-28,694.222,Inverno
940,2020-07-29,763.186,Inverno
941,2020-07-30,788.731,Inverno
942,2020-07-31,717.035,Inverno
943,2020-08-01,821.865,Inverno
944,2020-08-02,841.264,Inverno
945,2020-08-03,841.708,Inverno
946,2020-08-04,848.721,Inverno
947,2020-08-05,852.4209999999999,Inverno
948,2020-08-06,857.017,Inverno
949,2020-08-07,855.042,Inverno
950,2020-08-08,736.5310000000001,Inverno
951,2020-08-09,692.77,Inverno
952,2020-08-10,828.992,Inverno
953,2020-08-11,605.679,Inverno
954,2020-08-12,763.273,Inverno
955,2020-08-13,655.66,Inverno
956,2020-08-14,658.759,Inverno
957,2020-08-15,633.109,Inverno
958,2020-08-16,618.9586666666667,Inverno
959,2020-08-17,604.8083333333334,Inverno
960,2020-08-18,590.658,Inverno
961,2020-08-19,568.368,Inverno
962,2020-08-20,595.8436666666666,Inverno
963,2020-08-21,623.3193333333334,Inverno
964,2020-08-22,650.795,Inverno
965,2020-08-23,953.366,Inverno
966,2020-08-24,927.734,Inverno
967,2020-08-25,965.622,Inverno
968,2020-08-26,977.645,Inverno
969,2020-08-27,953.712,Inverno
970,2020-08-28,920.389,Inverno
971,2020-08-29,906.884,Inverno
972,2020-08-30,863.769,Inverno
973,2020-08-31,869.618,Inverno
974,2020-09-01,885.025,Inverno
975,2020-09-02,885.341,Inverno
976,2020-09-03,887.244,Inverno
977,2020-09-04,874.3829999999999,Inverno
978,2020-09-05,823.751,Inverno
979,2020-09-06,898.33,Inverno
980,2020-09-07,859.953,Inverno
981,2020-09-08,864.259,Inverno
982,2020-09-09,873.577,Inverno
983,2020-09-10,826.288,Inverno
984,2020-09-11,829.009,Inverno
985,2020-09-12,832.9979999999999,Inverno
986,2020-09-13,839.318,Inverno
987,2020-09-14,722.362,Inverno
988,2020-09-15,853.358,Inverno
989,2020-09-16,887.2139999999999,Inverno
990,2020-09-17,776.577,Inverno
991,2020-09-18,596.548,Inverno
992,2020-09-19,442.693,Inverno
993,2020-09-20,420.21000000000004,Inverno
994,2020-09-21,397.72700000000003,Primavera
995,2020-09-22,604.182,Primavera
996,2020-09-23,786.713,Primavera
997,2020-09-24,968.183,Primavera
998,2020-09-25,966.399,Primavera
999,2020-09-26,986.341,Primavera
1000,2020-09-27,802.327,Primavera
1001,2020-09-28,888.494,Primavera
1002,2020-09-29,863.813,Primavera
1003,2020-09-30,851.097,Primavera
1004,2020-10-01,833.588,Primavera
1005,2020-10-02,829.396,Primavera
1006,2020-10-03,802.182,Primavera
1007,2020-10-04,907.949,Primavera
1008,2020-10-05,860.602,Primavera
1009,2020-10-06,837.09,Primavera
1010,2020-10-07,764.525,Primavera
1011,2020-10-08,499.378,Primavera
1012,2020-10-09,698.573,Primavera
1013,2020-10-10,538.272,Primavera
1014,2020-10-11,766.454,Primavera
1015,2020-10-12,815.503,Primavera
1016,2020-10-13,807.25,Primavera
1017,2020-10-14,729.495,Primavera
1018,2020-10-15,482.961,Primavera
1019,2020-10-16,515.305,Primavera
1020,2020-10-17,873.879,Primavera
1021,2020-10-18,764.31,Primavera
1022,2020-10-19,601.762,Primavera
1023,2020-10-20,439.214,Primavera
1024,2020-10-21,601.907,Primavera
1025,2020-10-22,792.389,Primavera
1026,2020-10-23,749.376,Primavera
1027,2020-10-24,435.645,Primavera
1028,2020-10-25,808.406,Primavera
1029,2020-10-26,637.847,Primavera
1030,2020-10-27,736.834,Primavera
1031,2020-10-28,977.919,Primavera
1032,2020-10-29,579.975,Primavera
1033,2020-10-30,427.089,Primavera
1034,2020-10-31,667.487,Primavera
1035,2020-11-01,894.2570000000001,Primavera
1036,2020-11-02,934.2950000000001,Primavera
1037,2020-11-03,974.333,Primavera
1038,2020-11-04,984.068,Primavera
1039,2020-11-05,918.951,Primavera
1040,2020-11-06,755.094,Primavera
1041,2020-11-07,994.536,Primavera
1042,2020-11-08,937.424,Primavera
1043,2020-11-09,490.17699999999996,Primavera
1044,2020-11-10,602.669,Primavera
1045,2020-11-11,652.796,Primavera
1046,2020-11-12,855.649,Primavera
1047,2020-11-13,726.509,Primavera
1048,2020-11-14,885.01,Primavera
1049,2020-11-15,741.111,Primavera
1050,2020-11-16,947.837,Primavera
1051,2020-11-17,772.012,Primavera
1052,2020-11-18,452.363,Primavera
1053,2020-11-19,478.94,Primavera
1054,2020-11-20,738.372,Primavera
1055,2020-11-21,814.076,Primavera
1056,2020-11-22,869.889,Primavera
1057,2020-11-23,866.836,Primavera
1058,2020-11-24,792.246,Primavera
1059,2020-11-25,836.813,Primavera
1060,2020-11-26,739.83,Primavera
1061,2020-11-27,758.997,Primavera
1062,2020-11-28,617.099,Primavera
1063,2020-11-29,859.1610000000001,Primavera
1064,2020-11-30,785.421,Primavera
1065,2020-12-01,602.223,Primavera
1066,2020-12-02,664.697,Primavera
1067,2020-12-03,369.07099999999997,Primavera
1068,2020-12-04,819.634,Primavera
1069,2020-12-05,653.572,Primavera
1070,2020-12-06,555.566,Primavera
1071,2020-12-07,424.024,Primavera
1072,2020-12-08,711.722,Primavera
1073,2020-12-09,861.121,Primavera
1074,2020-12-10,724.501,Primavera
1075,2020-12-11,418.06399999999996,Primavera
1076,2020-12-12,387.326,Primavera
1077,2020-12-13,679.681,Primavera
1078,2020-12-14,579.542,Primavera
1079,2020-12-15,778.319,Primavera
1080,2020-12-16,825.9300000000001,Primavera
1081,2020-12-17,727.708,Primavera
1082,2020-12-18,867.043,Primavera
1083,2020-12-19,598.333,Primavera
1084,2020-12-20,609.178,Primavera
1085,2020-12-21,436.443,Verão
1086,2020-12-22,583.581,Verão
1087,2020-12-23,673.426,Verão
1088,2020-12-24,742.861,Verão
1089,2020-12-25,741.409,Verão
1090,2020-12-26,680.026,Verão
1091,2020-12-27,520.199,Verão
1092,2020-12-28,653.495,Verão
1093,2020-12-29,676.67,Verão
1094,2020-12-30,660.416,Verão
1095,2020-12-31,507.586,Verão
1096,2021-01-01,630.479,Verão
1097,2021-01-02,547.187,Verão
1098,2021-01-03,926.21,Verão
1099,2021-01-04,759.25,Verão
1100,2021-01-05,684.823,Verão
1101,2021-01-06,653.0550000000001,Verão
1102,2021-01-07,530.178,Verão
1103,2021-01-08,620.371,Verão
1104,2021-01-09,823.103,Verão
1105,2021-01-10,665.553,Verão
1106,2021-01-11,628.056,Verão
1107,2021-01-12,568.7470000000001,Verão
1108,2021-01-13,411.156,Verão
1109,2021-01-14,453.681,Verão
1110,2021-01-15,562.551,Verão
1111,2021-01-16,501.308,Verão
1112,2021-01-17,411.301,Verão
1113,2021-01-18,555.714,Verão
1114,2021-01-19,603.273,Verão
1115,2021-01-20,539.696,Verão
1116,2021-01-21,733.23,Verão
1117,2021-01-22,532.039,Verão
1118,2021-01-23,855.31,Verão
1119,2021-01-24,539.353,Verão
1120,2021-01-25,402.016,Verão
1121,2021-01-26,695.6560000000001,Verão
1122,2021-01-27,612.438,Verão
1123,2021-01-28,605.375,Verão
1124,2021-01-29,555.768,Verão
1125,2021-01-30,409.86,Verão
1126,2021-01-31,580.566,Verão
1127,2021-02-01,697.939,Verão
1128,2021-02-02,786.018,Verão
1129,2021-02-03,696.621,Verão
1130,2021-02-04,627.035,Verão
1131,2021-02-05,654.985,Verão
1132,2021-02-06,833.363,Verão
1133,2021-02-07,946.527,Verão
1134,2021-02-08,981.564,Verão
1135,2021-02-09,898.9200000000001,Verão
1136,2021-02-10,892.094,Verão
1137,2021-02-11,419.5,Verão
1138,2021-02-12,455.521,Verão
1139,2021-02-13,593.586,Verão
1140,2021-02-14,474.97,Verão
1141,2021-02-15,522.635,Verão
1142,2021-02-16,815.225,Verão
1143,2021-02-17,539.562,Verão
1144,2021-02-18,852.067,Verão
1145,2021-02-19,876.2753333333334,Verão
1146,2021-02-20,900.4836666666666,Verão
1147,2021-02-21,924.692,Verão
1148,2021-02-22,889.1129999999999,Verão
1149,2021-02-23,613.349,Verão
1150,2021-02-24,587.943,Verão
1151,2021-02-25,783.989,Verão
1152,2021-02-26,560.746,Verão
1153,2021-02-27,780.033,Verão
1154,2021-02-28,367.622,Verão
1155,2021-03-01,617.241,Verão
1156,2021-03-02,471.88800000000003,Verão
1157,2021-03-03,447.263375,Verão
1158,2021-03-04,422.63875,Verão
1159,2021-03-05,398.01412500000004,Verão
1160,2021-03-06,373.3895,Verão
1161,2021-03-07,482.531,Verão
1162,2021-03-08,587.185,Verão
1163,2021-03-09,685.352,Verão
1164,2021-03-10,719.6215,Verão
1165,2021-03-11,712.8395,Verão
1166,2021-03-12,792.9545,Verão
1167,2021-03-13,914.2420000000001,Verão
1168,2021-03-14,905.3439999999999,Verão
1169,2021-03-15,837.501,Verão
1170,2021-03-16,819.782,Verão
1171,2021-03-17,700.891,Verão
1172,2021-03-18,400.366,Verão
1173,2021-03-19,900.259,Verão
1174,2021-03-20,837.13,Verão
1175,2021-03-21,802.468,Outono
1176,2021-03-22,936.158,Outono
1177,2021-03-23,777.817,Outono
1178,2021-03-24,807.408,Outono
1179,2021-03-25,650.9670000000001,Outono
1180,2021-03-26,637.9175,Outono
1181,2021-03-27,619.3195000000001,Outono
1182,2021-03-28,663.37,Outono
1183,2021-03-29,711.239,Outono
1184,2021-03-30,708.8695,Outono
1185,2021-03-31,675.1605,Outono
1186,2021-04-01,660.523,Outono
1187,2021-04-02,756.529,Outono
1188,2021-04-03,727.748,Outono
1189,2021-04-04,703.7525,Outono
1190,2021-04-05,725.0355,Outono
1191,2021-04-06,606.7729999999999,Outono
1192,2021-04-07,510.04600000000005,Outono
1193,2021-04-08,712.3585,Outono
1194,2021-04-09,753.4325,Outono
1195,2021-04-10,730.5070000000001,Outono
1196,2021-04-11,737.289,Outono
1197,2021-04-12,620.073,Outono
1198,2021-04-13,567.6045,Outono
1199,2021-04-14,656.9865,Outono
1200,2021-04-15,592.928,Outono
1201,2021-04-16,526.9565,Outono
1202,2021-04-17,511.9945,Outono
1203,2021-04-18,467.93499999999995,Outono
1204,2021-04-19,679.0095,Outono
1205,2021-04-20,740.45,Outono
1206,2021-04-21,759.1945000000001,Outono
1207,2021-04-22,736.4155000000001,Outono
1208,2021-04-23,714.8455,Outono
1209,2021-04-24,705.8,Outono
1210,2021-04-25,513.1225,Outono
1211,2021-04-26,571.5095,Outono
1212,2021-04-27,725.264,Outono
1213,2021-04-28,904.263,Outono
1214,2021-04-29,824.927,Outono
1215,2021-04-30,739.424,Outono
1216,2021-05-01,704.586,Outono
1217,2021-05-02,857.764,Outono
1218,2021-05-03,870.855,Outono
1219,2021-05-04,860.572,Outono
1220,2021-05-05,790.602,Outono
1221,2021-05-06,654.6859999999999,Outono
1222,2021-05-07,413.3945,Outono
1223,2021-05-08,656.653,Outono
1224,2021-05-09,644.2425000000001,Outono
1225,2021-05-10,568.536,Outono
1226,2021-05-11,598.5125,Outono
1227,2021-05-12,434.341,Outono
1228,2021-05-13,511.286,Outono
1229,2021-05-14,472.70950000000005,Outono
1230,2021-05-15,491.2335,Outono
1231,2021-05-16,573.433,Outono
1232,2021-05-17,508.697,Outono
1233,2021-05-18,586.7665000000001,Outono
1234,2021-05-19,626.9965,Outono
1235,2021-05-20,587.145,Outono
1236,2021-05-21,550.25,Outono
1237,2021-05-22,618.0566666666666,Outono
1238,2021-05-23,685.8633333333333,Outono
1239,2021-05-24,753.67,Outono
1240,2021-05-25,579.071,Outono
1241,2021-05-26,545.0905,Outono
1242,2021-05-27,564.2825,Outono
1243,2021-05-28,640.152,Outono
1244,2021-05-29,682.763,Outono
1245,2021-05-30,605.575,Outono
1246,2021-05-31,365.08299999999997,Outono
1247,2021-06-01,589.553,Outono
1248,2021-06-02,770.934,Outono
1249,2021-06-03,733.594,Outono
1250,2021-06-04,735.954,Outono
1251,2021-06-05,710.957,Outono
1252,2021-06-06,698.718,Outono
1253,2021-06-07,378.461,Outono
1254,2021-06-08,409.3505,Outono
1255,2021-06-09,440.24,Outono
1256,2021-06-10,489.7943333333333,Outono
1257,2021-06-11,539.3486666666666,Outono
1258,2021-06-12,588.903,Outono
1259,2021-06-13,813.385,Outono
1260,2021-06-14,754.186,Outono
1261,2021-06-15,769.205,Outono
1262,2021-06-16,793.039,Outono
1263,2021-06-17,746.351,Outono
1264,2021-06-18,671.4425,Outono
1265,2021-06-19,596.534,Outono
1266,2021-06-20,614.375,Outono
1267,2021-06-21,657.891,Inverno
1268,2021-06-22,558.662,Inverno
1269,2021-06-23,777.397,Inverno
1270,2021-06-24,735.681,Inverno
1271,2021-06-25,666.9639999999999,Inverno
1272,2021-06-26,681.278,Inverno
1273,2021-06-27,738.591,Inverno
1274,2021-06-28,568.829,Inverno
1275,2021-06-29,593.468,Inverno
1276,2021-06-30,732.111,Inverno
1277,2021-07-01,756.172,Inverno
1278,2021-07-02,688.393,Inverno
1279,2021-07-03,671.099,Inverno
1280,2021-07-04,676.209,Inverno
1281,2021-07-05,735.264,Inverno
1282,2021-07-06,694.124,Inverno
1283,2021-07-07,770.717,Inverno
1284,2021-07-08,763.358,Inverno
1285,2021-07-09,588.9065,Inverno
1286,2021-07-10,412.11800000000005,Inverno
1287,2021-07-11,529.374,Inverno
1288,2021-07-12,582.0125,Inverno
1289,2021-07-13,597.6685,Inverno
1290,2021-07-14,569.6514999999999,Inverno
1291,2021-07-15,568.9955,Inverno
1292,2021-07-16,419.9915,Inverno
1293,2021-07-17,443.40250000000003,Inverno
1294,2021-07-18,421.6515,Inverno
1295,2021-07-19,700.569,Inverno
1296,2021-07-20,640.5955,Inverno
1297,2021-07-21,625.045,Inverno
1298,2021-07-22,635.348,Inverno
1299,2021-07-23,636.696,Inverno
1300,2021-07-24,644.4515,Inverno
1301,2021-07-25,644.4024999999999,Inverno
1302,2021-07-26,633.2044999999999,Inverno
1303,2021-07-27,538.26,Inverno
1304,2021-07-28,637.2157500000001,Inverno
1305,2021-07-29,736.1715,Inverno
1306,2021-07-30,670.5070000000001,Inverno
1307,2021-07-31,662.3045,Inverno
1308,2021-08-01,378.46799999999996,Inverno
1309,2021-08-02,614.754,Inverno
1310,2021-08-03,704.352,Inverno
1311,2021-08-04,614.7825,Inverno
1312,2021-08-05,407.315,Inverno
1313,2021-08-06,526.052,Inverno
1314,2021-08-07,618.568,Inverno
1315,2021-08-08,730.675,Inverno
1316,2021-08-09,741.236,Inverno
1317,2021-08-10,652.678,Inverno
1318,2021-08-11,691.399,Inverno
1319,2021-08-12,698.383,Inverno
1320,2021-08-13,475.62,Inverno
1321,2021-08-14,455.242,Inverno
1322,2021-08-15,464.20799999999997,Inverno
1323,2021-08-16,631.195,Inverno
1324,2021-08-17,730.207,Inverno
1325,2021-08-18,778.818,Inverno
1326,2021-08-19,764.4399999999999,Inverno
1327,2021-08-20,823.068,Inverno
1328,2021-08-21,807.479,Inverno
1329,2021-08-22,851.718,Inverno
1330,2021-08-23,746.7090000000001,Inverno
1331,2021-08-24,440.496,Inverno
1332,2021-08-25,539.832,Inverno
1333,2021-08-26,510.512,Inverno
1334,2021-08-27,453.56,Inverno
1335,2021-08-28,592.9656666666667,Inverno
1336,2021-08-29,732.3713333333334,Inverno
1337,2021-08-30,871.777,Inverno
1338,2021-08-31,969.941,Inverno
1339,2021-09-01,959.515,Inverno
1340,2021-09-02,876.068,Inverno
1341,2021-09-03,907.835,Inverno
1342,2021-09-04,886.624,Inverno
1343,2021-09-05,628.126,Inverno
1344,2021-09-06,801.65,Inverno
1345,2021-09-07,801.554,Inverno
1346,2021-09-08,631.302,Inverno
1347,2021-09-09,351.48900000000003,Inverno
1348,2021-09-10,659.533,Inverno
1349,2021-09-11,750.3915,Inverno
1350,2021-09-12,841.25,Inverno
1351,2021-09-13,738.201,Inverno
1352,2021-09-14,368.375,Inverno
1353,2021-09-15,527.169,Inverno
1354,2021-09-16,440.697,Inverno
1355,2021-09-17,725.213,Inverno
1356,2021-09-18,813.701,Inverno
1357,2021-09-19,806.356,Inverno
1358,2021-09-20,783.805,Inverno
1359,2021-09-21,697.0169999999999,Primavera
1360,2021-09-22,871.171,Primavera
1361,2021-09-23,901.1370000000001,Primavera
1362,2021-09-24,854.194,Primavera
1363,2021-09-25,762.12,Primavera
1364,2021-09-26,501.66700000000003,Primavera
1365,2021-09-27,908.029,Primavera
1366,2021-09-28,941.847,Primavera
1367,2021-09-29,752.486,Primavera
1368,2021-09-30,934.689,Primavera
1369,2021-10-01,393.82349999999997,Primavera
1370,2021-10-02,460.27575,Primavera
1371,2021-10-03,526.7280000000001,Primavera
1372,2021-10-04,403.6065,Primavera
1373,2021-10-05,660.065,Primavera
1374,2021-10-06,746.7719999999999,Primavera
1375,2021-10-07,769.0627499999999,Primavera
1376,2021-10-08,791.3534999999999,Primavera
1377,2021-10-09,717.5754999999999,Primavera
1378,2021-10-10,643.7975,Primavera
1379,2021-10-11,570.0195,Primavera
1380,2021-10-12,776.4594999999999,Primavera
1381,2021-10-13,725.1055,Primavera
1382,2021-10-14,628.4200000000001,Primavera
1383,2021-10-15,531.7345,Primavera
1384,2021-10-16,543.3515,Primavera
1385,2021-10-17,554.9685,Primavera
1386,2021-10-18,370.1755,Primavera
1387,2021-10-19,404.139,Primavera
1388,2021-10-20,653.5015000000001,Primavera
1389,2021-10-21,697.7105,Primavera
1390,2021-10-22,698.081,Primavera
1391,2021-10-23,745.223,Primavera
1392,2021-10-24,652.2887499999999,Primavera
1393,2021-10-25,559.3544999999999,Primavera
1394,2021-10-26,648.7925,Primavera
1395,2021-10-27,512.759,Primavera
1396,2021-10-28,714.0930000000001,Primavera
1397,2021-10-29,807.3095,Primavera
1398,2021-10-30,710.1044999999999,Primavera
1399,2021-10-31,725.7797499999999,Primavera
1400,2021-11-01,741.455,Primavera
1401,2021-11-02,967.1179999999999,Primavera
1402,2021-11-03,962.768,Primavera
1403,2021-11-04,958.418,Primavera
1404,2021-11-05,867.716,Primavera
1405,2021-11-06,727.071,Primavera
1406,2021-11-07,942.048,Primavera
1407,2021-11-08,968.975,Primavera
1408,2021-11-09,939.2470000000001,Primavera
1409,2021-11-10,909.519,Primavera
1410,2021-11-11,433.318,Primavera
1411,2021-11-12,725.6709999999999,Primavera
1412,2021-11-13,805.2463333333333,Primavera
1413,2021-11-14,884.8216666666666,Primavera
1414,2021-11-15,964.3969999999999,Primavera
1415,2021-11-16,887.976,Primavera
1416,2021-11-17,603.5535,Primavera
1417,2021-11-18,550.665,Primavera
1418,2021-11-19,497.7765,Primavera
1419,2021-11-20,705.491,Primavera
1420,2021-11-21,931.971,Primavera
1421,2021-11-22,941.7143333333333,Primavera
1422,2021-11-23,951.4576666666667,Primavera
1423,2021-11-24,961.201,Primavera
1424,2021-11-25,815.0840000000001,Primavera
1425,2021-11-26,658.2239999999999,Primavera
1426,2021-11-27,752.16,Primavera
1427,2021-11-28,846.096,Primavera
1428,2021-11-29,585.557,Primavera
1429,2021-11-30,421.915,Primavera
1430,2021-12-01,872.871,Primavera
1431,2021-12-02,795.989,Primavera
1432,2021-12-03,822.9546666666666,Primavera
1433,2021-12-04,849.9203333333334,Primavera
1434,2021-12-05,876.886,Primavera
1435,2021-12-06,881.293,Primavera
1436,2021-12-07,913.305,Primavera
1437,2021-12-08,973.626,Primavera
1438,2021-12-09,913.1735,Primavera
1439,2021-12-10,852.721,Primavera
1440,2021-12-11,792.2685,Primavera
1441,2021-12-12,731.816,Primavera
1442,2021-12-13,614.278,Primavera
1443,2021-12-14,415.786,Primavera
1444,2021-12-15,383.81399999999996,Primavera
1445,2021-12-16,351.842,Primavera
1446,2021-12-17,662.486,Primavera
1447,2021-12-18,615.44,Primavera
1448,2021-12-19,737.1125,Primavera
1449,2021-12-20,858.785,Primavera
1450,2021-12-21,920.318,Verão
1451,2021-12-22,971.885,Verão
1452,2021-12-23,799.832,Verão
1453,2021-12-24,848.9795,Verão
1454,2021-12-25,898.127,Verão
1455,2021-12-26,947.2745,Verão
1456,2021-12-27,996.422,Verão
1457,2021-12-28,874.412,Verão
1458,2021-12-29,696.5715,Verão
1459,2021-12-30,518.731,Verão
1460,2021-12-31,757.771,Verão
1461,2022-01-01,660.154,Verão
1462,2022-01-02,711.331,Verão
1463,2022-01-03,826.632,Verão
1464,2022-01-04,508.35749999999996,Verão
1465,2022-01-05,657.85,Verão
1466,2022-01-06,720.505,Verão
1467,2022-01-07,627.955,Verão
1468,2022-01-08,828.923,Verão
1469,2022-01-09,812.06,Verão
1470,2022-01-10,666.112,Verão
1471,2022-01-11,768.268,Verão
1472,2022-01-12,721.696,Verão
1473,2022-01-13,733.652,Verão
1474,2022-01-14,901.901,Verão
1475,2022-01-15,793.787,Verão
1476,2022-01-16,427.098,Verão
1477,2022-01-17,674.44,Verão
1478,2022-01-18,661.48,Verão
1479,2022-01-19,829.805,Verão
1480,2022-01-20,863.865,Verão
1481,2022-01-21,897.9250000000001,Verão
1482,2022-01-22,885.389,Verão
1483,2022-01-23,872.853,Verão
1484,2022-01-24,956.692,Verão
1485,2022-01-25,852.595,Verão
1486,2022-01-26,984.382,Verão
1487,2022-01-27,818.423,Verão
1488,2022-01-28,564.695,Verão
1489,2022-01-29,430.507,Verão
1490,2022-01-30,518.1935,Verão
1491,2022-01-31,605.88,Verão
1492,2022-02-01,409.775,Verão
1493,2022-02-02,457.213,Verão
1494,2022-02-03,789.369,Verão
1495,2022-02-04,895.9399999999999,Verão
1496,2022-02-05,843.656,Verão
1497,2022-02-06,565.78,Verão
1498,2022-02-07,568.377,Verão
1499,2022-02-08,962.856,Verão
1500,2022-02-09,995.699,Verão
1501,2022-02-10,970.1181666666666,Verão
1502,2022-02-11,944.5373333333333,Verão
1503,2022-02-12,918.9565,Verão
1504,2022-02-13,893.3756666666666,Verão
1505,2022-02-14,867.7948333333333,Verão
1506,2022-02-15,842.2139999999999,Verão
1507,2022-02-16,948.052,Verão
